,dr_no,area,date_occ,time_occ,location,lat,lon,crm_cd,zipcode
4151,190623057,6,2019-11-29T00:00:00.000,2020,900    VINE                         ST,34.0871,-118.3266,442,90038
4152,190325637,3,2019-11-29T00:00:00.000,1700,4200    DON JOSE                     DR,34.0105,-118.3551,740,90008
4153,191616971,16,2019-11-29T00:00:00.000,1800,12700    VAN NUYS                     BL,34.2816,-118.4073,343,91331
4154,191323007,13,2019-11-29T00:00:00.000,520,1300 E  23RD                         ST,34.0208,-118.2539,510,90011
4155,190623097,6,2019-11-29T00:00:00.000,2350,MELROSE,34.0835,-118.3223,230,90038
4156,190720218,7,2019-11-29T00:00:00.000,2130,1600    6TH                          AV,34.0436,-118.3237,745,90019
4157,192020686,20,2019-11-29T00:00:00.000,815,3300    SAN MARINO                   ST,34.0545,-118.3031,626,90006
4158,190222506,2,2019-11-29T00:00:00.000,1115,2500 W  TEMPLE                       ST,34.0721,-118.2734,236,90026
4159,190800805,8,2019-11-29T00:00:00.000,1735,11600 W  OLYMPIC                      BL,34.0354,-118.446,230,90064
4160,190301101,3,2019-11-29T00:00:00.000,1958,3700 S  VICTORIA                     AV,34.0199,-118.3363,235,90016
4161,190325552,3,2019-11-29T00:00:00.000,1220,3700 W  MARTIN LUTHER KING JR        BL,34.0124,-118.3378,930,90008
4162,191323062,13,2019-11-29T00:00:00.000,1225,200 E  68TH                         ST,33.9779,-118.2717,626,90003
4163,191323048,13,2019-11-29T00:00:00.000,1800,FLOWER,34.0302,-118.273,230,90007
4164,191919887,19,2019-11-29T00:00:00.000,230,15300    RAYEN                        ST,34.2319,-118.4655,624,91343
4165,190623135,6,2019-11-29T00:00:00.000,1800,1600 N  EL CENTRO                    AV,34.0998,-118.3237,341,90028
4166,192020689,20,2019-11-29T00:00:00.000,1600,2500 W  PICO                         BL,34.0509,-118.2937,350,90006
4167,192021020,20,2019-11-29T00:00:00.000,1500,WILSHIRE,34.0618,-118.2916,440,90010
4168,190325562,3,2019-11-29T00:00:00.000,1804,FLOWER                       DR,34.0245,-118.2768,230,90007
4169,190720374,7,2019-11-29T00:00:00.000,1700,100 N  LA CIENEGA                   BL,34.0746,-118.3765,341,90048
4170,190818996,8,2019-11-29T00:00:00.000,1600,200    BRONWOOD                     AV,34.0727,-118.4639,420,90049
4171,190417486,4,2019-11-29T00:00:00.000,2100,2200 E  6TH                          ST,34.0386,-118.2162,330,90033
4172,190720168,7,2019-11-29T00:00:00.000,1215,1700    7TH                          AV,34.0418,-118.3249,510,90019
4173,190401444,4,2019-11-29T00:00:00.000,1153,3200    FAIRMOUNT                    ST,34.0471,-118.1926,956,90063
4174,190518802,5,2019-11-29T00:00:00.000,1220,600 W  12TH                         ST,33.7334,-118.2902,626,90731
4175,190325850,3,2019-11-29T00:00:00.000,1830,OBAMA                        BL,34.0209,-118.3406,420,90016
4176,190518814,5,2019-11-29T00:00:00.000,800,25500 S  WATERMAN                     WY,33.7941,-118.29,740,90710
4177,190623058,6,2019-11-29T00:00:00.000,2000,1100 N  MC CADDEN                    PL,34.0907,-118.3374,956,90038
4178,192119168,21,2019-11-29T00:00:00.000,1615,6100    CANOGA                       AV,34.1805,-118.5975,442,91367
4179,190325574,3,2019-11-29T00:00:00.000,1130,1900 W  35TH                         ST,34.0246,-118.3138,664,90018
4180,190518799,5,2019-11-29T00:00:00.000,2140,1100 N  AVALON                       BL,33.7848,-118.2628,740,90744
4181,190623479,6,2019-11-29T00:00:00.000,2000,1700    CANYON                       DR,34.1041,-118.3164,330,90028
4182,191824062,18,2019-11-29T00:00:00.000,1827,9500    COMPTON                      AV,33.9507,-118.2461,626,90002
4183,192020701,20,2019-11-29T00:00:00.000,1030,3100    WILSHIRE                     BL,34.0652,-118.2878,420,90020
4184,190222874,2,2019-11-29T00:00:00.000,2140,8TH,34.0578,-118.2842,930,90057
4185,190623098,6,2019-11-29T00:00:00.000,2350,MELROSE,34.0835,-118.3223,230,90038
4186,191323056,13,2019-11-29T00:00:00.000,2045,100 W  22ND                         ST,34.0283,-118.2664,510,90007
4187,190720191,7,2019-11-29T00:00:00.000,1955,600 N  ARDEN                        BL,34.0817,-118.32600000000001,330,90004
4188,190325677,3,2019-11-29T00:00:00.000,1200,3900    ARLINGTON                    AV,34.0146,-118.3182,330,90008
4189,191018343,10,2019-11-29T00:00:00.000,1553,18300    VANOWEN                      ST,34.1939,-118.5317,660,91335
4190,190417454,4,2019-11-29T00:00:00.000,2030,400 S  CLARENCE                     ST,34.0427,-118.2237,624,90033
4192,190222550,2,2019-11-29T00:00:00.000,2300,LUCAS,34.053000000000004,-118.2648,330,90017
4193,190128234,1,2019-11-29T00:00:00.000,1505,900 W  OLYMPIC                      BL,34.0454,-118.2657,624,90015
4194,191824017,18,2019-11-29T00:00:00.000,200,1800 E  107TH                        ST,33.939,-118.2407,901,90002
4195,191120387,11,2019-11-29T00:00:00.000,1402,4400    BEAUVAIS                     AV,34.1011,-118.2124,440,90065
4196,191227884,12,2019-11-29T00:00:00.000,1500,7600 S  BROADWAY,33.9708,-118.2783,900,90003
4197,191120165,11,2019-11-29T00:00:00.000,2340,AVENUE 58,34.1074,-118.1902,210,90042
4198,191919954,19,2019-11-29T00:00:00.000,1835,10500    KESTER                       AV,34.2609,-118.4564,901,91345
4199,190128349,1,2019-11-29T00:00:00.000,1300,5TH                          ST,34.0481,-118.2507,440,90013
4200,190518782,5,2019-11-29T00:00:00.000,410,100 W  ANAHEIM                      ST,33.78,-118.2624,310,90744
4201,191323179,13,2019-11-29T00:00:00.000,1929,MATEO,34.0326,-118.2322,330,90021
4202,192119461,21,2019-11-29T00:00:00.000,1310,5600    MAYNARD                      AV,34.1728,-118.6219,354,91367
4203,190417547,4,2019-11-29T00:00:00.000,1430,1800 N  MAIN                         ST,34.0667,-118.2211,341,90031
4205,191120195,11,2019-11-29T00:00:00.000,1800,ALVARADO,34.0862,-118.2583,330,90026
4206,190818973,8,2019-11-29T00:00:00.000,1030,10200    SANTA MONICA                 BL,34.0605,-118.4193,331,90067
4207,191521417,15,2019-11-29T00:00:00.000,350,11300    VENTURA                      BL,34.1406,-118.376,310,91604
4208,191120194,11,2019-11-29T00:00:00.000,1830,1500    MICHELTORENA                 ST,34.089,-118.2749,330,90026
4209,191718739,17,2019-11-29T00:00:00.000,700,9300    TAMPA                        AV,34.244,-118.5583,888,91324
4210,192119190,21,2019-11-29T00:00:00.000,2230,SHERMAN                      WY,34.201,-118.571,210,91306
4211,190325567,3,2019-11-29T00:00:00.000,1700,VERNON                       ST,34.0037,-118.2871,860,90037
4212,191228121,12,2019-11-29T00:00:00.000,1300,9600    LA SALLE                     AV,33.9487,-118.3057,310,90047
4213,191227962,12,2019-11-29T00:00:00.000,830,4500    MENLO                        AV,34.0027,-118.2896,210,90037
4214,191824104,18,2019-11-29T00:00:00.000,1805,AVALON                       BL,33.9275,-118.2652,740,90059
4215,191521304,15,2019-11-29T00:00:00.000,1615,11000    VICTORY                      BL,34.1867,-118.3703,210,91606
4216,191227899,12,2019-11-29T00:00:00.000,2000,7900 S  FIGUEROA                     ST,33.9679,-118.2827,745,90003
4217,192020685,20,2019-11-29T00:00:00.000,1700,2000 S  HOBART                       BL,34.0392,-118.3062,510,90018
4218,190128396,1,2019-11-29T00:00:00.000,700,800 N  ALAMEDA                      ST,34.0563,-118.2374,930,90012
4219,191424715,14,2019-11-29T00:00:00.000,2325,5400 W  CENTINELA                    AV,33.9772,-118.3744,440,90045
4220,192119176,21,2019-11-29T00:00:00.000,1615,21400    SHERMAN                      WY,34.201,-118.5977,442,91303
4221,191919940,19,2019-11-29T00:00:00.000,1730,14400    TERRA BELLA                  ST,34.2378,-118.4465,420,91402
4222,191424863,14,2019-11-29T00:00:00.000,1330,8300    MANITOBA                     ST,33.9548,-118.4388,440,90293
4223,190720192,7,2019-11-29T00:00:00.000,1200,6200 W  3RD                          ST,34.0708,-118.3563,310,90036
4224,191018322,10,2019-11-29T00:00:00.000,1225,18400    COLLINS                      ST,34.1749,-118.5344,354,91356
4225,190623186,6,2019-11-29T00:00:00.000,2040,GOWER                        ST,34.0944,-118.3223,330,90028
4226,191018372,10,2019-11-29T00:00:00.000,2300,5000    AMIGO                        AV,34.161,-118.5393,420,91356
4227,191228038,12,2019-11-29T00:00:00.000,1800,BROADWAY,33.9601,-118.2782,626,90003
4228,190417445,4,2019-11-29T00:00:00.000,700,3400 E  3RD                          ST,34.0349,-118.1965,331,90063
4229,190128273,1,2019-11-29T00:00:00.000,1000,500 N  FIGUEROA                     ST,34.0617,-118.2469,310,90012
4230,192119193,21,2019-11-29T00:00:00.000,2230,7400    WINNETKA                     AV,34.2047,-118.571,626,91306
4231,190128155,1,2019-11-29T00:00:00.000,755,FLOWER,34.0494,-118.2581,647,90017
4232,190920548,9,2019-11-29T00:00:00.000,2050,6100    SEPULVEDA                    BL,34.1841,-118.4693,331,91411
4233,191227911,12,2019-11-29T00:00:00.000,2200,900 W  MANCHESTER                   AV,33.9622,-118.285,310,90044
4234,192119280,21,2019-11-29T00:00:00.000,900,22800    VANOWEN                      ST,34.1937,-118.6234,626,91307
4235,190920524,9,2019-11-29T00:00:00.000,215,5500    WOODMAN                      AV,34.1703,-118.4312,310,91401
4236,190518801,5,2019-11-29T00:00:00.000,1530,400 W  OFARRELL                     ST,33.746,-118.2857,626,90731
4237,191521306,15,2019-11-29T00:00:00.000,1200,12300    SHERMAN                      WY,34.201,-118.3998,740,91605
4238,191521263,15,2019-11-29T00:00:00.000,510,11700    KITTRIDGE                    ST,34.1903,-118.3877,626,91606
4239,191323070,13,2019-11-29T00:00:00.000,1611,4900    WADSWORTH                    AV,33.9993,-118.2587,740,90011
4240,190819003,8,2019-11-29T00:00:00.000,2000,BEVERLYWOOD                  ST,34.0369,-118.3823,648,90034
4241,191018323,10,2019-11-29T00:00:00.000,100,19000    HAMLIN                       ST,34.1889,-118.5481,510,91335
4242,192119393,21,2019-11-29T00:00:00.000,630,8300    TOPANGA CANYON               BL,34.2259,-118.6126,420,91304
4243,192119279,21,2019-11-29T00:00:00.000,930,22800    VANOWEN                      ST,34.1937,-118.6234,740,91307
4244,191227848,12,2019-11-29T00:00:00.000,1115,1800 W  71ST                         ST,33.9754,-118.309,230,90047
4246,190623011,6,2019-11-29T00:00:00.000,916,1300 N  HARVARD                      BL,34.0951,-118.3044,230,90027
4247,191919923,19,2019-11-29T00:00:00.000,820,13800    FOOTHILL                     BL,34.3155,-118.4343,442,91342
4248,190128327,1,2019-11-29T00:00:00.000,1912,300 S  FIGUEROA                     ST,34.0551,-118.2545,755,90071
4249,190325670,3,2019-11-29T00:00:00.000,1200,1700 W  25TH                         ST,34.0337,-118.3003,330,90018
4250,191616974,16,2019-11-29T00:00:00.000,1000,10200    MOREHART                     AV,34.2558,-118.4304,900,91331
4251,191120153,11,2019-11-29T00:00:00.000,150,800    CHESTNUT                     AV,34.1176,-118.1714,626,90042
4252,190325597,3,2019-11-29T00:00:00.000,2230,2500 S  BRONSON                      AV,34.0345,-118.3327,330,90018
4253,191120141,11,2019-11-29T00:00:00.000,300,4600    CASTLE CREST                 DR,34.1341,-118.2228,510,90041
4254,192020674,20,2019-11-29T00:00:00.000,300,1000 S  MANHATTAN                    PL,34.0527,-118.3101,626,90006
4255,191601069,16,2019-11-29T00:00:00.000,1510,PAXTON,34.2733,-118.4202,664,91331
4256,190920784,9,2019-11-29T00:00:00.000,1,15500    VALERIO                      ST,34.2049,-118.4706,354,91406
4257,191824049,18,2019-11-29T00:00:00.000,1200,600 W  98TH                         ST,33.9471,-118.2848,956,90044
4258,190301099,3,2019-11-29T00:00:00.000,1804,FLOWER                       DR,34.0245,-118.2768,230,90007
4259,190519134,5,2019-11-29T00:00:00.000,230,1300    CAPITOL                      DR,33.7542,-118.3071,820,90732
4260,191719117,17,2019-11-29T00:00:00.000,1200,20400    TULSA                        ST,34.2685,-118.5768,310,91311
4261,192020762,20,2019-11-29T00:00:00.000,1500,MARIPOSA,34.0526,-118.2989,420,90006
4262,191521294,15,2019-11-29T00:00:00.000,2115,7100    ETHEL                        AV,34.1993,-118.4181,888,91605
4263,190720170,7,2019-11-29T00:00:00.000,1355,6000    DAVID                        AV,34.0369,-118.3758,956,90034
4264,192119262,21,2019-11-29T00:00:00.000,1910,6600    TOPANGA CANYON               BL,34.1905,-118.6059,440,91303
4265,191920029,19,2019-11-29T00:00:00.000,2050,8300    VAN NUYS                     BL,34.2216,-118.4488,420,91402
4266,190818953,8,2019-11-29T00:00:00.000,1645,9800    EASTON                       DR,34.1087,-118.4318,900,90210
4267,191521276,15,2019-11-29T00:00:00.000,1029,HARTLAND,34.195,-118.4008,510,91605
4268,190325571,3,2019-11-29T00:00:00.000,1300,4200    9TH                          AV,34.0065,-118.3268,440,90008
4269,191120168,11,2019-11-29T00:00:00.000,2040,4900    FOUNTAIN                     AV,34.0954,-118.2961,210,90029
4270,190623156,6,2019-11-29T00:00:00.000,900,2300    HERCULES                     DR,34.1129,-118.3653,354,90046
4271,191617219,16,2019-11-29T00:00:00.000,400,13600    VAN NUYS                     BL,34.2627,-118.4347,330,91331
4272,191919906,19,2019-11-29T00:00:00.000,420,9100    ROSLYNDALE                   AV,34.2355,-118.4293,510,91331
4273,191700951,17,2019-11-29T00:00:00.000,1000,15800    TUBA                         ST,34.2564,-118.4772,812,91343
4274,192020722,20,2019-11-29T00:00:00.000,2000,2300 W  20TH                         ST,34.039,-118.3148,330,90018
4275,191227839,12,2019-11-29T00:00:00.000,740,7100 S  VERMONT                      AV,33.9787,-118.2918,624,90044
4276,190818976,8,2019-11-29T00:00:00.000,2230,12300 W  PICO                         BL,34.0341,-118.4525,420,90025
4277,190518789,5,2019-11-29T00:00:00.000,1500,19500    NORMANDIE                    AV,33.8481,-118.3041,442,90501
4278,190518804,5,2019-11-29T00:00:00.000,1945,700 W  182ND                        ST,33.8698,-118.2858,901,90248
4279,191323013,13,2019-11-29T00:00:00.000,400,100 W  43RD                         ST,34.0057,-118.274,510,90037
4280,191100735,11,2019-11-29T00:00:00.000,1440,6000    BUENA VISTA                  TR,34.1314,-118.1909,230,90042
4281,190222557,2,2019-11-29T00:00:00.000,2030,1400 W  SUNSET                       BL,34.0742,-118.2519,330,90026
4282,191323009,13,2019-11-29T00:00:00.000,955,100 W  54TH                         ST,33.9934,-118.2739,510,90011
4283,190720186,7,2019-11-29T00:00:00.000,1700,1200 S  PLYMOUTH                     BL,34.0505,-118.3295,626,90019
4284,191616967,16,2019-11-29T00:00:00.000,1940,TERRA BELLA,34.2723,-118.399,220,91331
4285,190222873,2,2019-11-29T00:00:00.000,2140,8TH,34.0578,-118.2842,930,90057
4286,192119169,21,2019-11-29T00:00:00.000,1430,21900    BURBANK                      BL,34.172,-118.6049,626,91367
4287,191521337,15,2019-11-29T00:00:00.000,5,6500    TROOST                       AV,34.1886,-118.3866,474,91606
4288,191100738,11,2019-11-29T00:00:00.000,2240,1500 N  KENMORE                      AV,34.0981,-118.2972,745,90027
4289,190623106,6,2019-11-29T00:00:00.000,1900,2000    HERCULES                     DR,34.1059,-118.3623,310,90046
4290,190623208,6,2019-11-29T00:00:00.000,1,2100    BEACHWOOD                    TR,34.109,-118.3215,354,90068
4291,192020697,20,2019-11-29T00:00:00.000,2200,KENMORE,34.0491,-118.2968,210,90006
4292,191018432,10,2019-11-29T00:00:00.000,2100,7600    WHITE OAK                    AV,34.2147,-118.523,331,91335
4293,191920310,19,2019-11-29T00:00:00.000,1502,8500    TOBIAS                       AV,34.2248,-118.4516,442,91402
4294,191718924,17,2019-11-29T00:00:00.000,1440,9300    TAMPA                        AV,34.244,-118.5583,442,91324
4295,192119183,21,2019-11-29T00:00:00.000,1730,22900    COLLINS                      ST,34.1738,-118.6252,745,91367
4296,190128151,1,2019-11-29T00:00:00.000,300,5TH                          ST,34.0446,-118.245,440,90013
4297,190128639,1,2019-11-29T00:00:00.000,2030,E  3RD                          ST,34.0459,-118.2351,330,90013
4298,190920551,9,2019-11-29T00:00:00.000,540,15000    VALLEYHEART                  DR,34.161,-118.4596,440,91403
4299,191824037,18,2019-11-29T00:00:00.000,1200,11700    AVALON                       BL,33.9275,-118.2652,624,90059
4300,190819095,8,2019-11-29T00:00:00.000,2316,2900    BEVERWIL                     DR,34.0374,-118.3985,745,90034
4301,190819026,8,2019-11-29T00:00:00.000,1700,400 S  BARRINGTON                   AV,34.0611,-118.4684,956,90049
4302,190623185,6,2019-11-29T00:00:00.000,919,WILTON                       PL,34.0938,-118.3136,440,90038
4303,192119390,21,2019-11-29T00:00:00.000,1630,21400    VICTORY                      BL,34.1884,-118.5975,341,91367
4304,191824041,18,2019-11-29T00:00:00.000,1745,700 W  IMPERIAL                     HY,33.931,-118.287,210,90044
4305,190920554,9,2019-11-29T00:00:00.000,1730,SHERMAN,34.2012,-118.44,510,91405
4306,191617015,16,2019-11-29T00:00:00.000,1000,6800    FOOTHILL                     BL,34.2476,-118.2794,420,91042
4307,191227958,12,2019-11-29T00:00:00.000,1400,500 W  85TH                         ST,33.9611,-118.2827,745,90003
4308,190222551,2,2019-11-29T00:00:00.000,200,6TH                          ST,34.0601,-118.2761,210,90057
4309,191824061,18,2019-11-29T00:00:00.000,1900,9800 S  BROADWAY,33.9472,-118.2781,210,90003
4310,190920581,9,2019-11-29T00:00:00.000,2100,15100    VICTORY                      BL,34.1903,-118.4574,740,91411
4311,191824052,18,2019-11-29T00:00:00.000,2210,8700    DENVER                       AV,33.9587,-118.2839,510,90044
4312,191424693,14,2019-11-29T00:00:00.000,1830,800    ANGELUS                      PL,33.9901,-118.4544,331,90291
4314,190819023,8,2019-11-29T00:00:00.000,800,9600    YOAKUM                       DR,34.1147,-118.4272,930,90210
4315,191901255,19,2019-11-29T00:00:00.000,1620,7900    CLEARFIELD                   AV,34.2143,-118.4362,236,91402
4316,190325558,3,2019-11-29T00:00:00.000,1,4200    DON DIABLO                   DR,34.0081,-118.3475,740,90008
4317,190518790,5,2019-11-29T00:00:00.000,1100,600 W  9TH                          ST,33.7361,-118.2901,350,90731
4318,190128219,1,2019-11-29T00:00:00.000,2312,700 W  7TH                          ST,34.048,-118.2577,623,90017
4319,190920595,9,2019-11-29T00:00:00.000,2240,6100    HAZELTINE                    AV,34.1809,-118.44,310,91401
4320,191718748,17,2019-11-29T00:00:00.000,1420,9300    TAMPA                        AV,34.244,-118.5583,624,91324
4321,191424663,14,2019-11-29T00:00:00.000,2100,8400    READING                      AV,33.9622,-118.3821,510,90045
4322,190818933,8,2019-11-29T00:00:00.000,1030,SANTA MONICA                 BL,34.049,-118.4402,624,90025
4324,192020839,20,2019-11-29T00:00:00.000,1100,PICO                         BL,34.0473,-118.2916,220,90006
4325,191521289,15,2019-11-29T00:00:00.000,1400,12300    SHERMAN                      WY,34.201,-118.3998,626,91605
4326,191718903,17,2019-11-29T00:00:00.000,1400,18300    MALDEN                       ST,34.2256,-118.5317,420,91325
4327,191228318,12,2019-11-29T00:00:00.000,100,FIGUEROA                     ST,33.9679,-118.2827,330,90003
4328,190518803,5,2019-11-29T00:00:00.000,530,600 W  12TH                         ST,33.7334,-118.2902,624,90731
4329,190222553,2,2019-11-29T00:00:00.000,1830,ALVARADO                     ST,34.071999999999996,-118.2669,220,90026
4330,191323038,13,2019-11-29T00:00:00.000,1515,6400 S  MAIN                         ST,33.9786,-118.2761,220,90003
4331,191616983,16,2019-11-29T00:00:00.000,1215,8600    HILLROSE                     ST,34.2633,-118.3226,626,91040
4332,190901011,9,2019-11-29T00:00:00.000,840,6900 N  SEPULVEDA                    BL,34.1938,-118.4702,236,91406
4333,191718981,17,2019-11-29T00:00:00.000,2200,17700    KINZIE                       ST,34.2486,-118.5199,330,91325
4334,190720320,7,2019-11-29T00:00:00.000,1800,6500    WILSHIRE                     BL,34.0665,-118.3662,310,90048
4335,190920547,9,2019-11-29T00:00:00.000,1900,7600 N  PATRIOT                      WY,34.2091,-118.4648,652,91405
4336,191521354,15,2019-11-29T00:00:00.000,800,6700    CAMELLIA                     AV,34.1922,-118.3823,624,91606
4337,191718861,17,2019-11-29T00:00:00.000,1430,10300    ZELZAH                       AV,34.2574,-118.5233,420,91325
4338,190128152,1,2019-11-29T00:00:00.000,230,1200 S  HOPE                         ST,34.0408,-118.2644,330,90015
4339,191018368,10,2019-11-29T00:00:00.000,1200,6700    HAYVENHURST                  AV,34.1939,-118.4967,420,91406
4340,191718855,17,2019-11-29T00:00:00.000,300,10300    CANOGA                       AV,34.2572,-118.5973,330,91311
4341,191424769,14,2019-11-29T00:00:00.000,2200,400 N  VENICE                       BL,33.988,-118.4703,510,90291
4342,190128171,1,2019-11-29T00:00:00.000,1205,700 W  7TH                          ST,34.048,-118.2577,442,90017
4343,191018300,10,2019-11-29T00:00:00.000,200,17100    STRATHERN                    ST,34.2157,-118.5055,626,91406
4344,192020710,20,2019-11-29T00:00:00.000,1800,KENMORE,34.0559,-118.2965,330,90006
4345,190325543,3,2019-11-29T00:00:00.000,945,ADAMS                        BL,34.0325,-118.3509,210,90016
4346,190720179,7,2019-11-29T00:00:00.000,2330,4800 W  VENICE                       BL,34.0847,-118.3686,930,90046
4347,192020698,20,2019-11-29T00:00:00.000,2205,4TH                          ST,34.0672,-118.3066,210,90020
4348,190518952,5,2019-11-29T00:00:00.000,1900,700 S  ALMA                         ST,33.7379,-118.29899999999999,946,90731
4349,190417444,4,2019-11-29T00:00:00.000,1530,1800    SICHEL                       ST,34.064,-118.2128,900,90031
4350,191323029,13,2019-11-29T00:00:00.000,1315,400 E  9TH                          ST,34.0395,-118.2527,761,90015
4351,191901254,19,2019-11-29T00:00:00.000,1200,14300    VAN NUYS                     BL,34.2496,-118.4447,230,91331
4352,191919928,19,2019-11-29T00:00:00.000,30,13100    PHILLIPPI                    AV,34.3089,-118.4417,740,91342
4354,192119186,21,2019-11-29T00:00:00.000,1913,21900    VANOWEN                      ST,34.1938,-118.6044,442,91303
4355,190720180,7,2019-11-29T00:00:00.000,2330,4800 W  VENICE                       BL,34.0847,-118.3686,930,90046
4356,190128143,1,2019-11-29T00:00:00.000,635,800 N  VIGNES                       ST,34.0559,-118.23200000000001,946,90012
4357,191824038,18,2019-11-29T00:00:00.000,1230,1800 E  103RD                        ST,33.9487,-118.2392,440,90002
4358,191501406,15,2019-11-29T00:00:00.000,1015,LANKERSHIM,34.1377,-118.3629,210,91604
4359,191616970,16,2019-11-29T00:00:00.000,1535,VAN NUYS,34.2649,-118.4238,230,91331
4360,190720251,7,2019-11-29T00:00:00.000,1800,1600    VIRGINIA                     RD,34.0457,-118.3318,330,90019
4361,190417442,4,2019-11-29T00:00:00.000,1650,400 N  LORENA                       ST,34.0403,-118.193,745,90063
4362,191617040,16,2019-11-29T00:00:00.000,2200,7900    FOOTHILL                     BL,34.2596,-118.3049,330,91040
4363,190920567,9,2019-11-29T00:00:00.000,2000,6200    LEMONA                       AV,34.1826,-118.4596,810,91411
4364,190601313,6,2019-11-29T00:00:00.000,100,SUNSET                       BL,34.098,-118.3425,230,90028
4365,190325551,3,2019-11-29T00:00:00.000,510,DENKER                       AV,34.0109,-118.3045,886,90062
4366,190518779,5,2019-11-29T00:00:00.000,805,1600 W  190TH                        ST,33.8584,-118.3072,510,90248
4367,190128221,1,2019-11-29T00:00:00.000,2312,700 W  7TH                          ST,34.048,-118.2577,623,90017
4368,191227902,12,2019-11-29T00:00:00.000,1615,6000    10TH                         AV,33.9854,-118.3279,230,90043
4369,190417517,4,2019-11-29T00:00:00.000,1910,MALABAR                      ST,34.0489,-118.2023,231,90033
4370,190818938,8,2019-11-29T00:00:00.000,1930,SAWTELLE,34.0425,-118.445,330,90025
4371,191120186,11,2019-11-29T00:00:00.000,2300,2500    ARVIA                        ST,34.0974,-118.2367,330,90065
4372,192119418,21,2019-11-29T00:00:00.000,1719,22600    HATTERAS                     ST,34.1759,-118.6189,420,91367
4374,191425178,14,2019-11-29T00:00:00.000,1705,3700    OVERLAND                     AV,34.0199,-118.4125,440,90034
4375,191700963,17,2019-11-29T00:00:00.000,1330,19100    PARTHENIA                    ST,34.2283,-118.5492,310,91324
4376,191521288,15,2019-11-29T00:00:00.000,1400,12300    SHERMAN                      WY,34.201,-118.3998,626,91605
4377,192119417,21,2019-11-29T00:00:00.000,1100,6600    TOPANGA CANYON               BL,34.1905,-118.6059,440,91303
4378,190720154,7,2019-11-29T00:00:00.000,605,5600    SAN VICENTE                  BL,34.0539,-118.3548,510,90019
4379,190128137,1,2019-11-29T00:00:00.000,100,600 S  SAN PEDRO                    ST,34.0423,-118.2452,210,90014
4380,190325584,3,2019-11-29T00:00:00.000,400,1400 W  41ST                         PL,34.0084,-118.3002,330,90037
4381,190518826,5,2019-11-29T00:00:00.000,2030,1100    PACIFIC COAST                HY,33.7941,-118.29,740,90710
4382,191424656,14,2019-11-29T00:00:00.000,1200,3700    BAGLEY                       AV,34.0277,-118.3968,420,90034
4383,192020712,20,2019-11-29T00:00:00.000,1,1800    ARAPAHOE                     ST,34.0418,-118.2852,740,90006
4384,190128136,1,2019-11-29T00:00:00.000,650,700    CLEVELAND                    ST,34.0628,-118.242,510,90012
4385,191120184,11,2019-11-29T00:00:00.000,1800,3300    DIVISION                     ST,34.1164,-118.2332,330,90065
4386,191617011,16,2019-11-29T00:00:00.000,5,10600    VINEDALE                     ST,34.2297,-118.339,330,91352
4387,190325601,3,2019-11-29T00:00:00.000,1250,EXPOSITION                   BL,34.0182,-118.2915,350,90007
4388,190818927,8,2019-11-29T00:00:00.000,1500,1500    CARDIFF                      AV,34.0525,-118.3921,662,90035
4389,190128238,1,2019-11-29T00:00:00.000,1645,500 S  BROADWAY,34.0481,-118.2507,437,90013
4390,191919913,19,2019-11-29T00:00:00.000,700,NORDHOFF                     ST,34.2354,-118.4502,510,91402
4391,191824185,18,2019-11-29T00:00:00.000,1700,103RD                        ST,33.9429,-118.2652,420,90003
4392,191227973,12,2019-11-29T00:00:00.000,1800,1100 W  57TH                         ST,33.9905,-118.2937,230,90037
4393,190623019,6,2019-11-29T00:00:00.000,2000,HUDSON,34.0987,-118.3337,946,90028
4394,191120187,11,2019-11-29T00:00:00.000,425,4100    FOUNTAIN                     AV,34.0958,-118.2797,420,90027
4395,190301100,3,2019-11-29T00:00:00.000,1820,3000 S  FLOWER                       ST,34.0245,-118.2768,745,90007
4396,191521335,15,2019-11-29T00:00:00.000,1112,13000    SHERMAN                      WY,34.2037,-118.421,442,91605
4397,190325530,3,2019-11-29T00:00:00.000,120,4200    DON DIABLO                   DR,34.0081,-118.3475,230,90008
4398,191323025,13,2019-11-29T00:00:00.000,1230,8TH,34.0349,-118.2436,210,90021
4399,190623091,6,2019-11-29T00:00:00.000,1521,8100 W  SUNSET                       BL,34.098,-118.3652,625,90046
4400,191424689,14,2019-11-29T00:00:00.000,1300,3800 S  VINTON                       AV,34.0212,-118.4025,420,90232
4401,191824254,18,2019-11-29T00:00:00.000,1600,8800 S  SAN PEDRO                    ST,33.9572,-118.2695,761,90003
4402,191323060,13,2019-11-29T00:00:00.000,1600,1600 E  41ST                         PL,34.0074,-118.2453,510,90011
4403,190325572,3,2019-11-29T00:00:00.000,1122,3600    HAUSER                       BL,34.0151,-118.3657,440,90008
4404,191227895,12,2019-11-29T00:00:00.000,2300,6100    MENLO                        AV,33.9846,-118.2892,330,90044
4405,190518794,5,2019-11-29T00:00:00.000,2130,22ND                         ST,33.7262,-118.2781,626,90731
4406,191120161,11,2019-11-29T00:00:00.000,800,400 N  AVENUE 56,34.1109,-118.2016,745,90042
4407,190222523,2,2019-11-29T00:00:00.000,1045,800    BEACON                       AV,34.0529,-118.2733,230,90017
4408,191521401,15,2019-11-29T00:00:00.000,10,2900    DONA EMILIA                  DR,34.1249,-118.3775,350,90046
